"","day","location","mean_temp","low_temp","high_temp","daily_rain","mean_wind","mean_humid","mean_airpress","dur_sun","sum_sun","amt_sun","max_snow","dailymax_snow","mean_cloud","mean_midcloud","dur_fog"
"1","2016-01-01",108,1.2,-3.3,4,9.34652855963372,1.6,73,4.8,9.6,2.1,4.61,3.47174887892377,8.19818181818182,7,7,4.88825892857143
"2","2016-01-02",108,5.7,1,9.5,9.34652855963372,2,76.9,7.1,9.6,3.6,4.5,3.47174887892377,8.19818181818182,7.8,7.1,4.88825892857143
"3","2016-01-03",108,6.5,5.1,9.4,9.34652855963372,1.8,80.6,7.7,9.7,2.2,4.85,3.47174887892377,8.19818181818182,7.5,7.5,4.88825892857143
"4","2016-01-04",108,2,-2.5,5.3,9.34652855963372,3.1,54.4,3.9,9.7,8.6,9.03,3.47174887892377,8.19818181818182,4.4,2.5,4.88825892857143
"5","2016-01-05",108,-2.7,-4.8,1.5,9.34652855963372,2.3,39.4,1.9,9.7,7.9,8.22,3.47174887892377,8.19818181818182,3.4,0.1,4.88825892857143
"6","2016-01-06",108,-1.7,-4.9,1.7,9.34652855963372,1.8,54.3,3,9.7,2.2,4.69,3.47174887892377,8.19818181818182,6,5.3,4.88825892857143
"7","2016-01-07",108,-3.4,-5.9,1.4,9.34652855963372,2.5,51.8,2.4,9.7,9.1,9.76,3.47174887892377,8.19818181818182,0.3,0,4.88825892857143
"8","2016-01-08",108,-3.3,-6.9,1,9.34652855963372,2,49.8,2.3,9.7,9.2,9.83,3.47174887892377,8.19818181818182,0.5,0.4,4.88825892857143
"9","2016-01-09",108,-2.1,-6.2,2.4,9.34652855963372,2.1,57.1,3,9.7,8,9.28,3.47174887892377,8.19818181818182,4.1,4.1,4.88825892857143
"10","2016-01-10",108,0.3,-2.7,3.8,9.34652855963372,2.6,42.3,2.6,9.8,7.9,9.35,3.47174887892377,8.19818181818182,2.6,2.6,4.88825892857143
"11","2016-01-11",108,-3.8,-6.5,0.9,9.34652855963372,2.8,38.3,1.7,9.8,9.1,9.89,3.47174887892377,8.19818181818182,1.1,0,4.88825892857143
"12","2016-01-12",108,-5.2,-9.1,0.7,9.34652855963372,2.5,46,1.9,9.8,9.1,10.02,3.47174887892377,8.19818181818182,0.5,0.4,4.88825892857143
"13","2016-01-13",108,-4.5,-8.2,0.1,0.4,2,63,2.8,9.8,5.8,6.69,0.5,0.5,5.5,5.5,4.88825892857143
"14","2016-01-14",108,-3.4,-8.4,1.3,0,1.7,52.1,2.5,9.8,7.7,8.8,0,0.4,4,4,4.88825892857143
"15","2016-01-15",108,-0.4,-4.3,5.3,9.34652855963372,1.8,52.3,3,9.9,6.1,7.85,3.47174887892377,0,3.1,2.8,4.88825892857143
"16","2016-01-16",108,-0.2,-2.1,2.8,0.1,2.9,68,4.2,9.9,1,4.86,3.47174887892377,8.19818181818182,7.1,6.4,4.88825892857143
"17","2016-01-17",108,1.7,-0.7,5.4,9.34652855963372,2.4,64,4.3,9.9,0,4.23,3.47174887892377,8.19818181818182,6.6,1.8,4.88825892857143
"18","2016-01-18",108,-6.3,-12.3,0.4,0.2,4.8,59.8,2.5,9.9,7.8,8.31,0.4,0.4,6,5.3,4.88825892857143
"19","2016-01-19",108,-12.8,-15.1,-8.9,9.34652855963372,5.4,45.9,1,9.9,9.3,10.82,3.47174887892377,8.19818181818182,0.5,0.5,4.88825892857143
"20","2016-01-20",108,-10.5,-14.5,-5.2,9.34652855963372,1.8,43.6,1.2,10,9,9.08,3.47174887892377,8.19818181818182,1.9,0,4.88825892857143
"21","2016-01-21",108,-7.1,-10.2,-2.3,9.34652855963372,1.8,44.3,1.6,10,6.5,8.41,3.47174887892377,8.19818181818182,3.9,0,4.88825892857143
"22","2016-01-22",108,-7.6,-11.1,-3.8,9.34652855963372,2.6,40.5,1.4,10,6.2,7.62,3.47174887892377,8.19818181818182,5.4,0,4.88825892857143
"23","2016-01-23",108,-11.5,-16,-8.3,0,4,42,1.1,10,8.3,9.18,3.47174887892377,8.19818181818182,3.5,1.6,4.88825892857143
"24","2016-01-24",108,-14.4,-18,-10.5,9.34652855963372,3.2,48.5,1,10.1,9.3,10.54,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"25","2016-01-25",108,-9.4,-14.3,-3.4,9.34652855963372,1.9,47.1,1.4,10.1,9.5,11.22,3.47174887892377,8.19818181818182,0.9,0.9,4.88825892857143
"26","2016-01-26",108,-3.3,-8.5,1.7,0.3,2.3,64.5,3.1,10.1,4.5,6.5,0.5,0.5,6.1,6.1,4.88825892857143
"27","2016-01-27",108,-1.1,-4.7,4.3,9.34652855963372,2,56.3,3.1,10.2,9.4,9.55,3.47174887892377,8.19818181818182,2.4,0.6,4.88825892857143
"28","2016-01-28",108,-0.5,-5.6,3.5,9.34652855963372,1.6,51.5,2.9,10.2,2.4,5.88,3.47174887892377,8.19818181818182,6.5,3.9,4.88825892857143
"29","2016-01-29",108,1.9,-1.4,5.4,9.34652855963372,2.3,43.6,3,10.2,0.1,4.19,3.47174887892377,8.19818181818182,7.5,3.8,4.88825892857143
"30","2016-01-30",108,0.6,-2.5,5.2,9.34652855963372,2,59.5,3.8,10.3,6.3,8.01,3.47174887892377,8.19818181818182,4.5,0.9,4.88825892857143
"31","2016-01-31",108,-3.9,-6.5,0.3,9.34652855963372,3.2,34,1.5,10.3,7.9,10.75,3.47174887892377,8.19818181818182,3.1,0,4.88825892857143
"32","2016-02-01",108,-6,-9.1,-1,9.34652855963372,3,36,1.4,10.3,9.6,12.01,3.47174887892377,8.19818181818182,0.4,0.1,4.88825892857143
"33","2016-02-02",108,-5.3,-10,0.9,9.34652855963372,2.2,41.8,1.7,10.3,9.8,12.05,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"34","2016-02-03",108,-2.4,-8.3,4,9.34652855963372,1.9,49.6,2.5,10.4,7.5,10.46,3.47174887892377,8.19818181818182,1.8,1.8,4.88825892857143
"35","2016-02-04",108,-0.7,-4,3.9,9.34652855963372,2.4,50.1,2.8,10.4,7.9,9.82,3.47174887892377,8.19818181818182,2.9,1.4,4.88825892857143
"36","2016-02-05",108,-2.2,-6.8,3.4,9.34652855963372,2.5,39.4,2,10.4,8.9,10.71,3.47174887892377,8.19818181818182,1.6,0.3,4.88825892857143
"37","2016-02-06",108,-3.1,-6.2,2,9.34652855963372,2.9,38.6,1.9,10.5,9.8,12.22,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"38","2016-02-07",108,-2.9,-8.3,3.5,9.34652855963372,2,46.5,2.3,10.5,9.8,12.44,3.47174887892377,8.19818181818182,1,1,4.88825892857143
"39","2016-02-08",108,1.3,-4.3,5.5,9.34652855963372,3.1,62.1,4.2,10.6,2.8,5.55,3.47174887892377,8.19818181818182,6.9,3.9,4.88825892857143
"40","2016-02-09",108,0.3,-3.9,5.5,9.34652855963372,3,52.5,3.2,10.6,9.5,11.45,3.47174887892377,8.19818181818182,0.5,0.5,4.88825892857143
"41","2016-02-10",108,2.7,-4.3,10.7,9.34652855963372,1.6,38.5,2.6,10.6,9.8,12.74,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"42","2016-02-11",108,8.1,1.6,13.5,0.1,3.5,29.3,3.2,10.7,4.6,7.87,3.47174887892377,8.19818181818182,6,2.6,4.88825892857143
"43","2016-02-12",108,8.4,6.8,10,18,3.2,95.3,10.5,10.7,0,1.1,3.47174887892377,8.19818181818182,10,7.1,0.67
"44","2016-02-13",108,11,5.8,14.4,21,3.3,95,12.5,10.7,0,3.78,3.47174887892377,8.19818181818182,9.9,6.8,1
"45","2016-02-14",108,-2.6,-6.8,5.8,2.5,4.6,73.1,3.9,10.8,0.1,2.98,3.47174887892377,8.19818181818182,7.8,5.4,4.88825892857143
"46","2016-02-15",108,-5.8,-10,-2.3,0,4,48.4,2,10.8,9.8,14.52,3.47174887892377,8.19818181818182,1.5,1.5,4.88825892857143
"47","2016-02-16",108,-2.7,-6.7,1.1,0.8,2.7,65.6,3.3,10.8,3.2,5.58,1.2,1.2,3.8,3.3,4.88825892857143
"48","2016-02-17",108,0,-5.2,5.4,9.34652855963372,2.3,53.9,3.2,10.9,10,14.42,3.47174887892377,8.19818181818182,0.3,0.3,4.88825892857143
"49","2016-02-18",108,3.5,-1.4,7.8,9.34652855963372,3.2,66.4,5.3,10.9,5.9,8.26,3.47174887892377,8.19818181818182,5.4,3,4.88825892857143
"50","2016-02-19",108,2.3,0.1,4.4,9.34652855963372,1.7,56.4,4,11,0.5,5.1,3.47174887892377,8.19818181818182,6.8,4.1,4.88825892857143
"51","2016-02-20",108,1.3,-2.5,6.3,9.34652855963372,2.9,37.1,2.5,11,9.4,13.13,3.47174887892377,8.19818181818182,1.9,0.1,4.88825892857143
"52","2016-02-21",108,-0.6,-4.2,4.4,9.34652855963372,2.9,36.4,2.1,11,10,13.63,3.47174887892377,8.19818181818182,3,0.9,4.88825892857143
"53","2016-02-22",108,1.1,-2.2,4.2,0,1.9,36.6,2.5,11.1,0,5.76,3.47174887892377,8.19818181818182,9.5,5.4,4.88825892857143
"54","2016-02-23",108,0.7,-4.5,4.5,0.9,3.2,56,3.6,11.1,9.1,14.55,0.3,0.3,4.3,2.5,4.88825892857143
"55","2016-02-24",108,-3,-6.8,2.2,9.34652855963372,2.9,42,2,11.1,10.3,15.48,3.47174887892377,8.19818181818182,0.3,0.3,4.88825892857143
"56","2016-02-25",108,-0.2,-5.8,5.7,9.34652855963372,2.7,49.9,3.1,11.2,10.1,11.24,3.47174887892377,8.19818181818182,2.4,2.4,4.88825892857143
"57","2016-02-26",108,2.2,-3.2,7.5,0,2.2,41.3,2.8,11.2,10.4,15.23,3.47174887892377,8.19818181818182,3,2.5,4.88825892857143
"58","2016-02-27",108,3.3,0.5,8.1,0.2,2,57.6,4.4,11.3,6.3,11.21,3.47174887892377,8.19818181818182,6.6,3,4.88825892857143
"59","2016-02-28",108,0.7,-2.6,6.9,4.1,2.1,65.5,4.1,11.3,1.5,4.76,5,5,6.1,2.8,4.88825892857143
